Name,Screen,Main Camera,Selfie Camera,Rom,Ram,Pin,Price
Meizu 15 Chính Hãng 4Gb/64Gb, 5.46 inches,"Dual: 12 MP (f/1.8, 1/2.3"", 1.55 µm) + 20 MP (1/2.8"", 1.0 µm)",20 MP, 64 GB, 4 GB,Pin: Li-Ion 3000 mAh,Liên hệ
Dây Đeo Miband 3 Kim Loại,,,,,,,190.000 Đ
Vivo Y91i Chính Hãng," IPS LCD, 6.22"", HD+",13 MP và 2 MP (2 camera),8.0 MP, 16/32 GB, 2 GB,Pin: 4030 mAh,3.690.000 Đ
Xiaomi Redmi Note 5 Chính hãng DGW 32Gb Ram 3Gb," 5.99 inches, 92.6 cm2",Dual 12 MP + 5 MP,13 MP, 32 GB, 3 GB,Pin: Li-Po 4000 mAh,3.890.000 Đ
HTC U11 Chính Hãng," Super LCD 3, 5.5"", QuadHD (2K)",12 MP,16 MP, 128 GB, 6 GB,Pin: Li-Ion 3000 mAh,11.490.000 Đ
Samsung Galaxy J4 Plus ( J4+ ) Chính Hãng, ,, , 16 GB, ,Pin: ,2.790.000 Đ
Xiaomi Redmi 5 Chính hãng DGW 16GB Ram 2GB," 5.7 inches, 83.8 cm2",12 MP,5.0 MP, 16 GB, 2 GB,Pin: Li-Po 3300 mAh battery,2.490.000 Đ
Xiaomi Redmi 5A Chính hãng DGW 16GB Ram 2GB," 5.0 inches, 68.0 cm2",13 MP,5.0 MP, 16 GB, 2 GB,Pin: Li-lon 3000 mAh,2.090.000 Đ
Xiaomi Mi Mix 2 Chính hãng DGW 6Gb/64Gb," 5.99 inches, 92.6 cm2",12 MP,5.0 MP, 64 GB, 6 GB,Pin: Li-Ion 3400 mAh,8.090.000 Đ
Xiaomi Mi Note 3 64GB Ram 4GB," 5.5 inches, 83.4 cm2",Dual 12 MP,16 MP, 64 GB, 4 GB,Pin: Li-Ion 3500 mAh,5.190.000 Đ
Xiaomi Mi 4 Ram 3GB Châu Âu Chính hãng," 5.0 inches, 68.9 cm2",13 MP,8.0 MP, 16 GB, 3 GB,Pin: Li-Ion 3080 mAh,1.990.000 Đ
Xiaomi Mi A1 Chính Hãng DGW 4Gb/64Gb," 5.5 inches, 82.6 cm2",Dual 12 MP,5.0 MP, 64 GB, 4 GB,Pin: Li-Ion 3080 mAh,4.190.000 Đ
Xiaomi Mi A1 Chính Hãng DGW 4Gb/32Gb," 5.5 inches, 82.6 cm2",Dual 12 MP,5.0 MP, 32 GB, 4 GB,Pin: Li-Ion 3080 mAh,3.790.000 Đ
Xiaomi Redmi Note 4 chính hãng DGW 64GB Ram 4GB," IPS LCD, 5.5"", Full HD",13 MP,5.0 MP, 64 GB, 4 GB,Pin: Li-Po 4100 mAh,3.790.000 Đ
Xiaomi Redmi Note 4 chính hãng DGW 32GB Ram 3GB," IPS LCD, 5.5"", Full HD",13 MP,5.0 MP, 32 GB, 3 GB,Pin: Li-Po 4100 mAh,3.590.000 Đ
Xiaomi Redmi 5 Chính hãng DGW 32GB Ram 3GB," 5.7 inches, 83.8 cm2",12 MP,5.0 MP, 32 GB, 3 GB,Pin: Li-Po 3300 mAh battery,2.590.000 Đ
Xiaomi Mi 6 Chính hãng DGW 64GB Ram 4GB," IPS LCD, 5.15"", Full HD",Dual 12 MP,8.0 MP, 64 GB, 4 GB,Pin: Li-Po 3350 mAh,8.590.000 Đ
Xiaomi Black Shark Helo 128 Gb Ram 6 Gb," 6.01 inches , AMOLED capacitive touchscreen, 16M colors",Dual 12 MP + 20 MP,20 MP, 128 GB, 6 GB,Pin: Non-removable Li-Ion 4000 mAh battery,5.990.000 Đ
Xiaomi Mi Note 3 64GB Ram 6GB," 5.5 inches, 83.4 cm2",Dual 12 MP,16 MP, 64 GB, 6 GB,Pin: Li-Ion 3500 mAh,5.690.000 Đ
Meizu M15 Lite Nhập khẩu 64Gb Ram 4Gb," IPS LCD, 5.46"" Full HD",12 MP,20 MP, 64 GB, 4 GB,Pin: Non-removable Li-Ion 3000 mAh battery,Liên hệ
Meizu 15 Nhập Khẩu 64Gb Ram 4Gb, 5.46 inches,"Dual: 12 MP (f/1.8, 1/2.3"", 1.55 µm) + 20 MP (1/2.8"", 1.0 µm)",20 MP, 64 GB, 4 GB,Pin: Li-Ion 3000 mAh,Liên hệ
Vsmart Active 1 Chính Hãng," IPS LCD 5.65"" FullHD+ 1080x2160","12 MP f/1.8 + 5MP, quay phim 4K","8MP, flash LED, f/2.0", 64 GB, 4 GB,"Pin: 3100 mAh, Quick Charge 4+",2.990.000 Đ
Xiaomi Redmi 7A Chính Hãng DGW 32GB Ram 2GB," IPS LCD , 5,45"" HD",13 MP,5 MP, 32 GB, 2 GB,Pin: Li-Ion 4000 mAh,2.190.000 Đ
Xiaomi Black Shark 2 256GB Ram 12GB," 6,39 inches AMOLED",Dual 48 MP + 12 MP,20 MP, 256 GB, 12 GB,Pin: Non-removable Li-Po 4000 mAh battery,12.990.000 Đ
Xiaomi Black Shark 2 256GB Ram 8GB," 6,39 inches AMOLED",Dual 48 MP + 12 MP,20 MP, 256 GB, 8GB,Pin: Non-removable Li-Po 4000 mAh battery,10.590.000 Đ
Meizu M6s Chính Hãng Ram 3GB / 64GB," IPS LCD, 5.7"", HD",16 MP,8 MP, 64 GB, 3 GB,Pin: Non-removable Li-Ion 3000 mAh battery,Liên hệ
Xiaomi Redmi 7 Ram 4GB / 64GB," 6,26 inches IPS LCD",Dual 12 MP + 2 MP,8 MP, 64 GB, 4 GB,Pin: Non-removable Li-Po 4000 mAh battery,3.090.000 Đ
Xiaomi Redmi 7 Ram 3GB / 32GB," 6,26 inches IPS LCD",Dual 12 MP + 2 MP,8 MP, 32 GB, 3 GB,Pin: Non-removable Li-Po 4000 mAh battery,2.490.000 Đ
Sharp AQUOS Serie SHV34 (AQUOS Xx3)," 5.3 inch FULLHD, tần số quét 120hz công nghệ IGZO",22.5 MP,5 MP, 32 GB, 3 GB,Pin: Li-Ion 3000 mAh,1.990.000 Đ
Samsung Galaxy S9 Plus Hàn Quốc 256GB Mới Đổi Bảo Hành, HDR10,12MP & 12MP,2MP, 256 GB, 6 GB,"Pin: Fast charging 15W, Quick Charge 2.0",6.990.000 Đ
Kyocera Torque G01 cũ( Huyết Long Limited )," IPS LCD, 4.5"", HD",8.0 MP,2.0 MP, 16 GB, 2 GB,Pin: Li-Ion 3100 mAh,1.490.000 Đ
Xiaomi Redmi Note 9S RAM 6GB 128GB Chính Hãng," IPS LCD capacitive touchscreen, 16M colors Size 6.67 inches, 107.4 cm2 (~84.5% screen-to-body ratio)","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm 5 MP, f/2.4, (macro), 1.12µm 2 MP, f/2.4, (depth)","16 MP, f/2.5, (wide), 1.0µm", 128 GB, 6GB,Pin: 5020 mAh,5.190.000 Đ
Xiaomi Black Shark 2 128GB Ram 8GB," 6,39 inches AMOLED",Dual 48 MP + 12 MP,20 MP, 128 GB, 8GB,Pin: Non-removable Li-Po 4000 mAh battery,9.690.000 Đ
LG G6 1 Sim Quốc Tế cũ 32Gb H873," IPS LCD, 5.7″, Quad HD (2K)",Dual 13 MP,5.0 MP, 32/64 GB, 4 GB,Pin: Li-Po 3300 mAh,Liên hệ
Xiaomi Redmi K30 Pro Zoom Edition, ,"Cảm biến chính 64MP & 8MP, 2MP, 2MP",Dual: 24 MP + 2 MP, , 8 GB,Pin: 4700 mAh,12.990.000 Đ
Meizu 15 Plus Chính Hãng 6GB / 128GB," Super AMOLED , 5.95"" Quad HD ( 2K )",Dual 12 MP + 20 MP,20 MP, 128 GB, 6 GB,Pin: Non-removable Li-Ion 3500 mAh battery,Liên hệ
Meizu 15 Plus Chính Hãng 6GB / 64GB," Super AMOLED , 5.95"" Quad HD ( 2K )",Dual 12 MP + 20 MP,20 MP, 64 GB, 6 GB,Pin: Non-removable Li-Ion 3500 mAh battery,Liên hệ
LG G6 2 Sim Quốc Tế cũ 64Gb H870DS," IPS LCD, 5.7″, Quad HD (2K)",Dual 13 MP,5.0 MP, 64 GB, 4 GB,Pin: Li-Po 3300 mAh,Liên hệ
LG G6 Hàn 64Gb cũ G600SLK," IPS LCD, 5.7″, Quad HD (2K)",Dual 13 MP,5.0 MP, 32/64 GB, 4 GB,Pin: Li-Po 3300 mAh,Liên hệ
LG G6 Hàn 32Gb cũ G600SLK," IPS LCD, 5.7″, Quad HD (2K)",Dual 13 MP,5.0 MP, 32/64 GB, 4 GB,Pin: Li-Po 3300 mAh,Liên hệ
LG G6 2 Sim Quốc Tế cũ 32Gb H870DS," IPS LCD, 5.7″, Quad HD (2K)",Dual 13 MP,5.0 MP, 32 GB, 4 GB,Pin: Li-Po 3300 mAh,8.390.000 Đ
Meizu Pro 7 Plus 64Gb Ram 6Gb HQSD, 5.7 inches Super AMOLED độ phân giải 2K,"Dual: 12 MP (f/2.0, 1/2.9, 1.25 µm)","16 MP, f/2.0", 64 GB, 6 GB,Pin: Non-removable Li-Ion 3500 mAh battery,Liên hệ
LG G6+ 2 Sim Quốc Tế Cũ 128Gb H870DSU," Full Vision 5.7 inches, độ phân giải 1440 x 2880 pixels","Dual 13 MP (f/1.8, OIS, 3-axis) + 13 MP (f/2.4), laser autofocus, LED flash",5 MP, 128 GB, 4 GB,Pin: Li-Ion 3300 mAh,Liên hệ
Google Pixel 32Gb Cũ Đẹp Như Mới, ,12.3 MP,8.0 MP, 32 GB, 4 GB,Pin: Li-Ion 2770 mAh,3.690.000 Đ
"Google Pixel XL 32GB, Ram 4GB", ,12.3 MP,8.0 MP, 32 GB, 4 GB,Pin: Li-Ion 3450 mAh,4.890.000 Đ
Google Pixel XL Mới 100%, ,12.3 MP,8.0 MP, 128 GB, 4 GB,Pin: Li-Ion 3450 mAh,7.990.000 Đ
Sharp Aquos Crystal X 402sh cũ," 5.5 inches, S-CG Silicon LCDFull HD 1080 x 1920 Pixel, 401ppi",13.1 MP,1.2 CMOS, 16 GB, 2 GB,Pin: Li-Ion 2610 mAh,1.290.000 Đ
Xiaomi Mi 8 SE 64Gb Ram 6Gb," 5.88 inches, 87.6 cm2 (~81.3% screen-to-body ratio)","Dual: 12 MP (f/1.9, 1.4µm, dual-pixel PDAF, gyro-EIS) + 5 MP (f/2.0, 1.12µm), dual pixel phase detection autofocus, LED flash","20 MP (f/2.0, 2.0µm), 1080p", 64 GB, 6 GB,Pin: Non-removable Li-Po 3120 mAh battery,4.590.000 Đ
iPhone 6 Plus Cũ 16GB Quốc Tế," IPS LCD, 5.5"", Full HD",8.0 MP,1.2 MP, 16 GB, 1 GB,Pin: Li-Po 2915 mAh,2.790.000 Đ
iPhone 6 Plus Cũ 64GB Quốc Tế," IPS LCD, 5.5"", Full HD",8.0 MP,1.2 MP, 64 GB, 1 GB,Pin: Li-Po 2915 mAh,3.390.000 Đ
Xiaomi Mi Mix 2 Chính hãng DGW 8Gb/128Gb," 5.99 inches, 92.6 cm2",12 MP,5.0 MP, 128 GB, 8 GB,Pin: Li-Ion 3400 mAh,14.990.000 Đ
Xiaomi Redmi 5 Plus Chính hãng DGW 32GB Ram 3GB," 5.99 inches, 92.6 cm2",12 MP,5.0 MP, 32 GB, 3 GB,Pin: Li-Ion 4000 mAh,3.590.000 Đ
Xiaomi Mi 8 Pro 128 Gb Ram 6 Gb Chính hãng DGW," 6,21 inches , 1080 x 2248 pixels","12 MP, f/1.8, 1/2.55"", 1.4µm, 4-axis OIS, dual pixel PDAF 12 MP, f/2.4, 1/3.4"", 1.0µm, AF, 2x optical zoom","20 MP, f/2.0, 0.9µm", 128 GB, 6 GB,Pin: Non-removable Li-Po 3000 mAh battery,11.990.000 Đ
Xiaomi Redmi Note 9 Pro Max RAM 8GB 128GB," 6.67 inches, 107.4 cm2 (~84.6% screen-to-body ratio)","64 MP, f/1.9, (wide), 1/1.72"", 0.8µm, PDAF 8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm 5 MP, f/2.4, (macro), 1.12µm 2 MP, f/2.4, (depth)","32 MP, (wide), 1/2.8"", 0.8µm", 128 GB, 8GB,"Pin: Non-removable Li-Po 5020 mAh battery Charging Fast charging 33W, 50% in 30 min (advertised)",6.390.000 Đ
Xiaomi Redmi Note 9 Pro Max RAM 6GB 128GB," 6.67 inches, 107.4 cm2 (~84.6% screen-to-body ratio)","64 MP, f/1.9, (wide), 1/1.72"", 0.8µm, PDAF 8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm 5 MP, f/2.4, (macro), 1.12µm 2 MP, f/2.4, (depth)","32 MP, (wide), 1/2.8"", 0.8µm", 128 GB, 6 GB,"Pin: Non-removable Li-Po 5020 mAh battery Charging Fast charging 33W, 50% in 30 min (advertised)",5.690.000 Đ
OPPO F7 128GB chính hãng," IPS LCD, 6.23"" , FullHD+",16 MP,25 MP, 128 GB, 6 GB,Pin: Li-Ion 3400 mAh,6.990.000 Đ
OPPO F7 64GB chính hãng," IPS LCD, 6.23"" , FullHD+",16 MP,25 MP, 64 GB, 4 GB,Pin: Li-Ion 3400 mAh,4.490.000 Đ
Xiaomi Redmi Note 9 Pro RAM 6GB 128GB, ,, , 128 GB, 6GB,Pin: ,5.490.000 Đ
Xiaomi Black Shark 3 Pro RAM 12GB 256GB," 6.67 inches, 107.4 cm2 (~82.4% screen-to-body ratio) Resolution 1080 x 2400 pixels, 20:9 ratio (~395 ppi density) DCI-P3 Always-on display 90Hz 270Hz touch-sensing 500 nits typ. brightness HDR10+","64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF 13 MP, f/2.3, (ultrawide) 5 MP, f/2.2, (depth)","20 MP, f/2.0, (wide), 1/3"", 0.9µm", 256 GB, 12GB,Pin: ,15.890.000 Đ
Meizu M9 Note," 6.2 inch, IPS LCD, 2244x1080",48MP cảm biến Samsung GM1 + 5MP đen trắng,20MP, 64 GB, 4 GB,"Pin: 4000mAh, hỗ trợ sạc nhanh có dây 18W qua cổng USB C",Liên hệ
Xiaomi Mi Mix 3 - 128 Gb Ram 8 Gb, 6.5 inches IPS LCD,Dual 12MP + 12MP,Dual 24MP + 2MP, 128 GB, 8 GB,Pin: Li-Ion 3200 mAh,12.090.000 Đ
Xiaomi Black Shark 3 RAM 12GB 256GB," 6.67 inches, 107.4 cm2 (~82.4% screen-to-body ratio) Resolution 1080 x 2400 pixels, 20:9 ratio (~395 ppi density) DCI-P3 Always-on display 90Hz 270Hz touch-sensing 500 nits typ. brightness HDR10+","64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF 13 MP, f/2.3, (ultrawide) 5 MP, f/2.2, (depth)","20 MP, f/2.0, (wide), 1/3"", 0.9µm", 256 GB, 12GB,Pin: ,13.790.000 Đ
Xiaomi Black Shark 3 RAM 12GB 128GB," 6.67 inches, 107.4 cm2 (~82.4% screen-to-body ratio) Resolution 1080 x 2400 pixels, 20:9 ratio (~395 ppi density) DCI-P3 Always-on display 90Hz 270Hz touch-sensing 500 nits typ. brightness HDR10+","64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF 13 MP, f/2.3, (ultrawide) 5 MP, f/2.2, (depth)","20 MP, f/2.0, (wide), 1/3"", 0.9µm", 128 GB, 12GB,Pin: ,12.790.000 Đ
Nokia 3.1 16Gb Ram 2GB Chính Hãng," IPS LCD, 5.2 inches, HD+","13 MP, f/2.0, AF","8 MP, f/2.0", 16 GB, 2 GB,Pin: 2990 mAh,3.390.000 Đ
Xiaomi Redmi Note 4 chính hãng FPT 16GB Ram 2GB," IPS LCD, 5.5"", Full HD",13 MP,5.0 MP, 16 GB, 2 GB,Pin: Li-Po 4100 mAh,3.190.000 Đ
Samsung Galaxy S10+ 1TB Chính Hãng, 6.4 inches,"Triple: 12 MP, f/1.5-2.4, 26mm (wide), 1/2.55"", 1.4µm, Dual Pixel PDAF, OIS 12 MP, f/2.4, 52mm (telephoto), 1/3.6"", 1.0µm, AF, OIS, 2x optical zoom Third unannounced camera",8.0 MP, 1 TB, 8 GB,Pin: Li-Ion 4000 mAh,33.990.000 Đ
Samsung Galaxy S10 512Gb Chính Hãng, 6.1 inches,"Triple: 12 MP, f/1.5-2.4, 26mm (wide), 1/2.55"", 1.4µm, Dual Pixel PDAF, OIS 12 MP, f/2.4, 52mm (telephoto), 1/3.6"", 1.0µm, AF, OIS, 2x optical zoom 16 MP, f/2.2, 12mm (ultrawide)","10 MP, f/1.9, Dual Pixel PDAF", 512 GB, 8 GB,Pin: Li-Ion 3400 mAh,15.990.000 Đ
Samsung Galaxy M10 Chính Hãng," 6.22 inches, 96.6 cm2","Dual: 13 MP, f/1.9, 1/3.1"", 1.12µm, PDAF 5 MP, f/2.2, 12mm (ultrawide)",5 MP, 16 GB, 2 GB,Pin: Li-Ion 3400 mAh,2.990.000 Đ
Xiaomi Redmi Note 7 Chính Hãng DGW Ram 4GB / 128GB," LTPS LCD 6.3"" Full HD+",48 MP,13 MP, 128 GB, 4 GB,Pin: Li-Po 4000 mAh,4.390.000 Đ
Samsung Galaxy A30 4Gb/64Gb Chính Hãng," 6.4 inches, 100.5 cm2","Dual: 16 MP, f/1.7, PDAF 5 MP, f/2.2, 12mm, (ultrawide)","16 MP, f/2.0", 64 GB, 4 GB,Pin: Fast battery charging 15W,4.290.000 Đ
Meizu 15 Lite ( M15 ) Chính Hãng," IPS LCD, 5.46"" Full HD",12 MP,20 MP, 64 GB, 4 GB,Pin: Non-removable Li-Ion 3000 mAh battery,Liên hệ
Xiaomi Mi 10 Pro RAM 12GB / 512GB," 6.67 inches, 109.2 cm2 (~89.8% screen-to-body ratio)","108 MP, f/1.7, (wide), 1/1.33"", 0.8µm, PDAF, OIS 13 MP, f/2.4, 12mm (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)","20 MP, f/2.0, (wide), 1/3"", 0.9µm", 512 GB, 12GB,Pin: Non-removable Li-Po 4500 mAh battery Charging Fast battery charging 50W Power Delivery 3.0 Fast wireless charging 30W Power bank/Reverse wireless charging 5W,19.590.000 Đ
Xiaomi Mi 10 Pro RAM 12GB / 256GB," 6.67 inches, 109.2 cm2 (~89.8% screen-to-body ratio)","108 MP, f/1.7, (wide), 1/1.33"", 0.8µm, PDAF, OIS 13 MP, f/2.4, 12mm (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)","20 MP, f/2.0, (wide), 1/3"", 0.9µm", 256 GB, 12GB,Pin: Non-removable Li-Po 4500 mAh battery Charging Fast battery charging 50W Power Delivery 3.0 Fast wireless charging 30W Power bank/Reverse wireless charging 5W,18.390.000 Đ
Samsung Galaxy M30 4Gb/64Gb Chính Hãng, 6.4 FHD+ Infinity-U display,"Triple: 13 MP, PDAF 5 MP, AF 5 MP, depth sensor",16 MP, 64 GB, 4 GB,Pin: Li-Po 5000 mAh,3.790.000 Đ
Samsung Galaxy S10+ 512Gb Chính Hãng, 6.4 inches,"Triple: 12 MP, f/1.5-2.4, 26mm (wide), 1/2.55"", 1.4µm, Dual Pixel PDAF, OIS 12 MP, f/2.4, 52mm (telephoto), 1/3.6"", 1.0µm, AF, OIS, 2x optical zoom Third unannounced camera",8.0 MP, 512 GB, 8 GB,Pin: Li-Ion 4000 mAh,19.990.000 Đ
Samsung Galaxy S9 Mới 100% Đổi Bảo Hành," Super AMOLED, 5.8"", Quad HD (2K)",12 MP,8.0 MP, 128/256/64 GB, 4 GB,Pin: Li-Ion 3000 mAh,5.790.000 Đ
Realme 2 Pro Chính Hãng 4GB RAM," IPS LCD, 6.3"", Full HD+",16 MP và 2 MP (2 camera),16 MP, 64 GB, 4 GB,Pin: 3500 mAh,5.290.000 Đ
OPPO A71K ( A71 2018 ) chính hãng," IPS LCD, 5.2"", Full HD",13 MP,5 MP, 16 GB, 2 GB,Pin: Non-removable Li-Ion 3000 mAh battery,2.990.000 Đ
Xiaomi Mi 10 RAM 8GB / 256 GB," 6.67 inches, 109.2 cm2 (~89.8% screen-to-body ratio)","108 MP, f/1.7, (wide), 1/1.33"", 0.8µm, PDAF, OIS 13 MP, f/2.4, 12mm (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)","20 MP, f/2.0, (wide), 1/3"", 0.9µm", 256 GB, 8GB,Pin: Non-removable Li-Po 4780 mAh battery Charging Fast battery charging 30W Power Delivery 3.0 Fast wireless charging 30W Power bank/Reverse wireless charging 10W,14.590.000 Đ
Xiaomi Redmi 6A 32Gb Ram 3Gb," IPS LCD , 5,45"" HD",13 MP,5 MP, 32 GB, 3 GB,Pin: Li-Ion 3000 mAh,2.190.000 Đ
Samsung Galaxy J2 Pro Chính Hãng," Super AMOLED, 5.0"", qHD",8.0 MP,5.0 MP, 16 GB, 1.5 GB,Pin: Li-Ion 2600 mAh,2.390.000 Đ
Blackberry Evolve," Màn hình 5.99“, 1080 x 2160, 403 PPI tỷ lệ 18:9, IPS LCD, mặt kính Gorilla Glass 5 chống bám mồ hôi","13MP + 13MP, Tựđộng lấy nét, Đèn flash LED kép, HDR, quay video 2K ở40 khung hình / giây, Lấy nét tựđộng theo pha (PDAF)","16MP, Flash selfie, Tetra Cell, quay video 1080p ở60 khung hình / giây"," 64GB, hỗtrợmicroSD", 4 GB,Pin: 4000mAh. Tương thích vớiUSB Power Delivery 2.0 v1.2 & Qualcomm Quick Charge 3.0,7.990.000 Đ
Xiaomi Redmi 5A Chính hãng DGW 32GB Ram 3GB," 5.0 inches, 68.0 cm2",13 MP,5.0 MP, 32 GB, 3 GB,Pin: Li-lon 3000 mAh,2.590.000 Đ
Xiaomi Redmi 5A Nhập khẩu 32GB Ram 3GB," 5.0 inches, 68.0 cm2",13 MP,5.0 MP, 32 GB, 3 GB,Pin: Li-lon 3000 mAh,2.490.000 Đ
Samsung Galaxy A8 2018 chính hãng," Super AMOLED, 5.6"", Full HD",16 MP,8.0 MP, 32 GB, 4 GB,Pin: 3000 mAh,7.990.000 Đ
Samsung Galaxy A8 Plus 2018 chính hãng," Super AMOLED, 6.0"", Full HD",16 MP,8.0 MP, 64 GB, 6 GB,Pin: 3500 mAh,9.490.000 Đ
Samsung Galaxy Note FE chính hãng," Super AMOLED, 5.7″, Full HD",12 MP,5.0 MP, 64 GB, 4 GB,Pin: Li-Po 3200 mAh,13.990.000 Đ
Oppo A71 2018 chính hãng," IPS LCD, 5.2"", HD",13 MP,5.0 MP, 16 GB, 2 GB,Pin: Li-Po 3000 mAh,3.690.000 Đ
Oppo A83 chính hãng," IPS LCD, 5.7"", HD+",13 MP,8.0 MP, 32 GB, 3 GB,Pin: Li-Ion 3180 mAh,4.990.000 Đ
LG V30 Mỹ cũ Nguyên Bản -," P-OLED, 6"", Quad HD (2K)",Dual 16 MP,5.0 MP, 64 GB, 4 GB,Pin: Li-Po 3300 mAh,Liên hệ
Xiaomi Mi Mix Fold,,,,,,,32.990.000 Đ
Huawei Y7 Pro 2018 Chính hãng," IPS LCD, 5.99"", HD+",13 MP và 2 MP (2 camera),8 MP, 32 GB, 3 GB,Pin: 3000 mAh,Liên hệ
Huawei Nova 3e Chính hãng," 5.84 inch, 1080 x 2280 pixels","16 MP + 2 MP, f/2.2, tự động lấy nét nhận diện theo giai đoạn, LED flash","16 MP, f/2.0, 1080p", 64 GB, 4 GB,Pin: 3000 mAh,Liên hệ
Xiaomi Poco X2, ,64MP f1.8 (main) 13MP f2.4(wide) 8MP f/2.4 (telephoto) 2MP,Dual 20 MP + 2 MP, 64 GB, 6 GB,Pin: 4500mAh,8.590.000 Đ
Huawei Honor Note 10 Chính Hãng," 6.95 inches, 122.6 cm2","Dual: 16 MP, f/1.8, PDAF 24 MP B/W, f/1.8, PDAF",13 MP, 128/256/512/64 GB, 6GB,Pin: Li-Po 5000 mAh,Liên hệ
Samsung Galaxy M20 Chính Hãng," 6.13 inches, 93.8 cm2","Dual: 13 MP, PDAF 5 MP, depth sensor",8 MP, 32 GB, 3 GB,Pin: Li-Po 5000 mAh,3.990.000 Đ
Sharp Aquos Crystal 403SH cũ," IPS LCD, 5.2"", HD",8M CMOS,1.2 CMOS, 16 GB, 2 GB,Pin: Li-Po 2030 mAh,1.990.000 Đ
Sharp Aquos S2," IPS LCD, 5.5"", Full HD",Dual 12 MP,8.0 MP, 64 GB, 4 GB,Pin: Li-Po 3020 mAh,5.590.000 Đ
Sharp Aquos 507sh ( Android One ) cũ," IZGO 5.0"", HD",13.1 CMOS,5M CMOS, 16 GB, 2 GB,Pin: Li-Po 3010 mAh,2.090.000 Đ
Sharp Aquos Xx2 502sh," IZGO 5.3"". Full HD",13.1 CMOS,8M CMOS, 32 GB, 3 GB,Pin: Li-Po 3100 mAh,1.990.000 Đ
Sharp Aquos Xx2 mini 503sh," IGZO, 4.7"", Full HD",13.1 CMOS,5M CMOS, 16 GB, 3 GB,Pin: Li-Po 2810 mAh,2.490.000 Đ
Kyocera Torque G02 Likenew," IPS LCD, 4.5"", HD",13M CMOS,5M CMOS, 16 GB, 2 GB,Pin: Li-Ion 2910 mAh,1.790.000 Đ
Xiaomi Mi Play 64Gb Ram 4Gb," 5,84 inch Full HD",Dual 12 MP + 2 MP,8MP, 64 GB, 4 GB,Pin: 3000 mAh,3.290.000 Đ
KYOCERA URBANO V01 (KYV31) cũ," IPS LCD, 5.0"", Full HD",13M CMOS,0.9M CMOS, 16 GB, 2 GB,Pin: Li-Ion 3000 mAh,990.000 Đ
KYOCERA URBANO V02 (Luxury Limited) cũ," TFT, 5.0"", HD",13M CMOS,5M CMOS, 16 GB, 2 GB,Pin: Li-Ion 3000 mAh,1.090.000 Đ
Kyocera Infobar A03 (KYV33)," IPS LCD, 4.5"", Full HD",13M CMOS,2M CMOS, 16 GB, 2 GB,Pin: Li-Ion 2020 mAh,799.000 Đ
KYOCERA Digno (503KC)," IPS LCD, 5.0"", Full HD",8.0 MP,2.0 MP, 8 GB, 2 GB,Pin: Li-Ion 2300 mAh,990.000 Đ
Realme C1 Chính Hãng 2GB RAM," 6.2 inches, 95.9 cm2 (~81.2% screen-to-body ratio)",Dual 13MP + 2 MP,5 MP, 16 GB, 2 GB,Pin: Li-Ion 4230 mAh,2.490.000 Đ
Sharp Aquos C10," 5.5 inches, IPS LCD Full HD","Dual: 12 MP (f/1.8, 1.4µm, PDAF) + 8 MP (f/2.0, 1/3.2"", 1.4µm), dual-LED dual-tone flash","8 MP (f/2.0, 1/3.2"", 1.4µm)", 64 GB, 4 GB,Pin: Li-Ion 2700 mAh,Liên hệ
Sharp Aquos B10," 5.7 inches, 83.8 cm2","Dual: 13 MP (f/2.0, AF) + 8 MP, LED flash","13 MP, f/2.2", 32 GB, 3 GB,Pin: Li-Ion 4000 mAh,Liên hệ
Motorola Moto E5 Play Go Chính Hãng," 5.84 inches, 94.0 cm2","8 MP (f/2.0, 1.12 µm), AF, LED flash","5 MP, LED flash", 16 GB, 1 GB,Pin: Li-Ion 2100 mAh,Liên hệ
Xiaomi Mi 9 SE 64 Gb Ram 6 Gb," 5,97 inches , Super AMOLED","48 MP, f/1.8, 1/2"", 0.8µm, PDAF 13 MP, f/2.4, (ultrawide), 1.12µm 8 MP, f/2.4, (telephoto), 1.12µm, PDAF",20 MP, 64 GB, 6 GB,Pin: Non-removable Li-Ion 3070 mAh battery,5.490.000 Đ
Nokia 8.1 Chính hãng," IPS LCD capacitive touchscreen, 6.18 inches",Dual 12MP + 13MP,"20 MP, f/2.0", 64 GB, 4 GB,Pin: 3500 mAh,Liên hệ
Meizu 15 Plus Nhập khẩu 64Gb Ram 6Gb," Super AMOLED , 5.95"" Quad HD ( 2K )",Dual 12 MP + 20 MP,20 MP, 64 GB, 6 GB,Pin: Non-removable Li-Ion 3500 mAh battery,Liên hệ
